File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
920f638f-a51f-49ab-b480-5220df093ce2	d62cdfa2-0771-4d83-a70a-dea1ae4bd106.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-E8-A44K	TCGA-E8-A44K-01A	Primary Tumor
b815e8d9-0ede-48ca-84d2-fb4e51a7c010	f3152f32-283d-4f8b-9491-505e1cca4a7e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-FK-A4UB	TCGA-FK-A4UB-01A	Primary Tumor
86dd91bf-9006-4a27-9920-1a200c9c13b5	3e344f7d-88d3-4cf6-9dc2-a0f4ce5b0946.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-KS-A41F	TCGA-KS-A41F-01A	Primary Tumor
d5ab0013-e607-433a-8002-a6e906b536c3	70a87c93-1fea-483c-a51a-4cd66ddc708f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-ET-A25R	TCGA-ET-A25R-01A	Primary Tumor
82b073d6-0e1c-4109-8e89-2cc16569d67c	a37b0071-e22b-41e3-b953-7f793693ab88.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-DJ-A2Q5	TCGA-DJ-A2Q5-01A	Primary Tumor
2c8968ea-931a-4baa-97bd-fda72dcfbb2c	7675a3ba-667b-405d-b02d-c52bfa85197a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-FE-A3PA	TCGA-FE-A3PA-01A	Primary Tumor
54d8f053-040d-484b-8fa5-7bc9d1977bc3	2c5bac9f-78db-4d60-b6bb-9a7c6700ddcc.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3T0	TCGA-EL-A3T0-11A	Solid Tissue Normal
50ed9191-9cd1-4f53-9d14-76b7dfb95d1c	b5e08ba6-0400-4ade-a131-6cef69a2ed3a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-ET-A3DV	TCGA-ET-A3DV-01A	Primary Tumor
c7343a5a-20f7-484a-817e-fc62506d3f36	b84626ac-eef2-4caa-9ee3-4f033f3917c7.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-DJ-A1QH	TCGA-DJ-A1QH-01A	Primary Tumor
57af2fc1-4863-4d3c-8d5c-1111a1eec457	c9d246bd-6aa0-4efa-b401-c93071708acf.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3ZQ	TCGA-EL-A3ZQ-01A	Primary Tumor
63fa6d5f-69ea-4bbd-9429-e8069ba415be	b3a914b8-48df-4acb-84c1-50711d493671.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EM-A22I	TCGA-EM-A22I-01A	Primary Tumor
5eb92abb-cb2d-4855-87be-511ef46f4422	efbfce80-e3a0-4aef-8810-a331fcd5c8f9.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3TA	TCGA-EL-A3TA-11A	Solid Tissue Normal
f4449b9d-32ed-4f9a-a0b0-6cbb6782de93	c37b66b2-9760-418e-b5bf-5baa3cb8244a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-CE-A484	TCGA-CE-A484-01A	Primary Tumor
caed8f53-b448-4e69-a1d0-59b340f85a80	efa9c96c-dc65-49f1-af14-1e0fc77b70f3.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-E8-A2JQ	TCGA-E8-A2JQ-11A	Solid Tissue Normal
c094ac2d-9192-4e1e-942f-229b54e934d5	f826601b-fb35-4472-a691-ffd7a8ae4fb2.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-ET-A3DQ	TCGA-ET-A3DQ-01A	Primary Tumor
e4ce01b3-740a-4de5-b5de-1b76e808b406	242fde93-d9db-4103-ba81-3d739bffd7d7.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-ET-A2N0	TCGA-ET-A2N0-01A	Primary Tumor
cabe203d-89ed-43bf-a5b2-de22ad90bdb4	0ae7e9ec-421a-4509-bc2f-2a50ac2f7489.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-BJ-A2NA	TCGA-BJ-A2NA-01A	Primary Tumor
b1f262e2-7098-471a-9926-2a291a37419b	83d5fe66-6e21-4771-8f97-688a89606582.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3T0	TCGA-EL-A3T0-01A	Primary Tumor
4a09e421-c39c-459d-ad57-4fbce73f0805	68cd1263-e834-4747-a179-b7df5a83ed16.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EM-A4FO	TCGA-EM-A4FO-01A	Primary Tumor
507c1c05-f159-44a3-af94-66d2bd7fefa2	33e727ac-a2c4-42b4-9c10-ac3e707006b3.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3T8	TCGA-EL-A3T8-11A	Solid Tissue Normal
e361d654-4fc8-491d-9590-003254811206	c604d0d3-a866-4a8f-a20b-0ded4b933155.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-KS-A4I5	TCGA-KS-A4I5-01A	Primary Tumor
77ea6976-694b-45ae-b226-577f2aef1928	545eef4a-fb16-4b21-bb95-43745835c175.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A4K7	TCGA-EL-A4K7-01A	Primary Tumor
8c18c2dd-8628-441b-a18b-2dc3e916d020	3b4638be-c63e-4078-bb3a-7f42e30d106e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-DE-A4MD	TCGA-DE-A4MD-01A	Primary Tumor
b618af94-5143-4f0e-9d25-34ef86028fea	01c96208-efcb-4bf6-9601-bdcebff26035.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EM-A3AL	TCGA-EM-A3AL-01A	Primary Tumor
b140fa8d-c84b-4398-a89b-e1b78933ecc0	f09e24fe-88f5-4616-8cb2-8b17847e94bf.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3CP	TCGA-EL-A3CP-01A	Primary Tumor
3ffec9c2-c418-4099-bc8c-2c08f63d74e4	4bdb5cee-20e5-42a4-8772-2e3a7c99b306.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3T9	TCGA-EL-A3T9-01A	Primary Tumor
10fd1630-df79-413e-b582-3fcf9d28f158	6a4e7c31-18a5-40b5-83d3-30effc23791b.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EM-A2CU	TCGA-EM-A2CU-01A	Primary Tumor
fe6df2ed-cf48-427f-b851-b1ba39f0a67f	dc13c410-800d-4c42-b46e-03aea53ce666.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-DJ-A3UO	TCGA-DJ-A3UO-01A	Primary Tumor
9d871e84-776e-46db-9172-8bf5ce3ddf30	fe4a6e5c-e083-4238-b4c9-2ae1448e4f0e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-FE-A3PB	TCGA-FE-A3PB-01A	Primary Tumor
362944b0-06d5-463f-9043-ebdd757eef53	997f3ec5-b8ee-4b50-b631-a9c607599892.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-DJ-A3VG	TCGA-DJ-A3VG-01A	Primary Tumor
e65bba2b-8a85-43f3-a516-82e01686325b	c989aa25-9ed6-49e9-b943-14d5c8037022.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-BJ-A45I	TCGA-BJ-A45I-01A	Primary Tumor
3e018a21-d95d-4db0-b3b0-02f3a326601d	790380d2-d59f-43b9-8825-3a58bf336ae8.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EM-A1CT	TCGA-EM-A1CT-01A	Primary Tumor
0461c2f5-a8cf-4f33-a35a-244be7a8574c	3126711a-850c-4c20-a18a-40fb8fff6799.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EM-A3AO	TCGA-EM-A3AO-01A	Primary Tumor
30033239-dd39-4ddc-a4a9-50b7e502e18b	358efb62-748e-4658-b111-de5e8b256f8e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-BJ-A0ZC	TCGA-BJ-A0ZC-01A	Primary Tumor
48281ee7-2938-4e56-9df5-b6c923fee57b	7f7a29d3-599a-40b5-8139-9d33c590c50f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-BJ-A28S	TCGA-BJ-A28S-01A	Primary Tumor
3b205e6e-cb45-49d6-bf29-989fa21b6915	8726c7ae-4323-4430-ade7-da6443a2db32.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EM-A3O9	TCGA-EM-A3O9-01A	Primary Tumor
83eea06d-f54b-4cab-a749-dd85a8daad93	22903516-b77c-4a36-bcbc-cb434603fd0b.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3T1	TCGA-EL-A3T1-01A	Primary Tumor
6ba8dcf6-33aa-40ee-a1b2-6d6d6c796824	f588990e-1468-4e64-9285-33f70009c913.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EM-A3FR	TCGA-EM-A3FR-01A	Primary Tumor
bd14dbb6-2d6f-4eee-afaa-682a490883fa	2a5de2f0-d67e-48e0-9166-557e8be5e01c.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-FY-A40K	TCGA-FY-A40K-01A	Primary Tumor
d22e2a60-9e6f-44b3-849e-cd314c79d571	6757ab52-44e4-4904-9c0d-5aefbf4687f3.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EM-A1YD	TCGA-EM-A1YD-01A	Primary Tumor
736c7240-bd29-4400-94e8-dd4f23207ac7	2a232491-4243-4337-b04e-cf358a5d1669.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-GE-A2C6	TCGA-GE-A2C6-01A	Primary Tumor
b9b97545-bcf2-44ad-86c4-aade470b262a	ffd9a181-73b5-4274-83c4-9230d90bb69a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-E3-A3E2	TCGA-E3-A3E2-01A	Primary Tumor
e7cab295-1708-487c-9121-14d47800bd98	f01bbf69-96eb-48ae-bbd7-4e78f7d3b945.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3H1	TCGA-EL-A3H1-01A	Primary Tumor
212e3d9b-5a0a-455b-b2bd-b06f2b7070e5	82a6f9f8-d16a-48a6-95ac-483c66594574.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A4K0	TCGA-EL-A4K0-01A	Primary Tumor
d643a27a-1adc-4c38-acde-f1d2d339d88f	f8d6a3ef-9436-4bee-8cac-ce10cd8bd459.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-EL-A3H3	TCGA-EL-A3H3-01A	Primary Tumor
a1ad1b08-5968-4f87-a5ab-3ba594130024	3636a656-2ffe-4eb9-9779-aadaaf7346f8.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-ET-A2N3	TCGA-ET-A2N3-01B	Primary Tumor
64db06f4-4204-4e6b-91ed-f88d0ba85ab3	a10c4e6c-90c3-4ee8-9770-0f86656ebb13.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-KS-A4ID	TCGA-KS-A4ID-01A	Primary Tumor
87ae3405-9760-42cf-a9bb-a3745f609b14	61064c0c-49d6-4f5d-b0db-031b8ca494b4.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-THCA	TCGA-DJ-A1QQ	TCGA-DJ-A1QQ-01A	Primary Tumor
